<ανά>γνωστος|n28659
ἀμαλθεύω|n4880
ἀμαλκιεῖν|n4883
ἀμαλλεύω|n4886
ἀμαλλεῖον|n4885
ἀμαλλοδέτης|n4889
ἀμαλλοδετήρ|n4888
ἀμαλλοτόκεια|n4892
ἀμαλλοφόρος|n4893
ἀμαλογία|n4895
ἀμαλογεῖ|n4894
ἀμαλόγος|n4896
ἀμαλός|n4897
ἀμαλόω|n4898
ἀμαλώιος|n4899
ἀμανῖται|n4904
ἀμαράκιν|n4944
ἀμαράντινος|n4947
ἀμαράσαι|n4949
ἀμαρήιος|n4954
ἀμαρανθίς|n4946
ἀμαρεύω|n4953
ἀμαρεῖν|n4951
ἀμαρησκαπτήρ|n4955
ἀμαρτύρητος|n4971
ἀμαρυγή|n4977
ἀμαρυγκυσία|n4978
ἀμαρύκαρ|n4980
ἀμαρύσσω|n4981
ἀμαρύττα|n4982
ἀμαστίγωτος|n4984
ἀματίζει|n4991
ἀματαιότης|n4990
ἀμαυρία|n4995
ἀμαυρίσκω|n4996
ἀμαυροφανής|n5000
ἀμαυρόβιος|n4997
ἀμαυρός|n4998
ἀμαυρότης|n4999
ἀμαυρόω|n5001
ἀμαχεί|n5005
ἀμαχητί|n5007
ἀμαχητηρία|n5010
ἀμαύρωμα|n5002
ἀμαύρωσις|n5003
ἀμβ|n5013
ἀμβές|n5019
ἀμβαδέως|n5014
ἀμβαδόν|n5015
ἀμβλήδην|n5023
ἀμβλίσκω|n5024
ἀμβλακεῖν|n5022
ἀμβλουχία|n5025
ἀμβλυγώνιος|n5026
ἀμβλυδερκής|n5027
ἀμβλυηκοία|n5028
ἀμβλυντέον|n5030
ἀμβλυντήρ|n5031
ἀμβλυντικός|n5032
ἀμβλυσμός|n5038
ἀμβλυστονέω|n5039
ἀμβλυφαέω|n5041
ἀμβλυχειλής|n5042
ἀμβλυωγμός|n5043
ἀμβλυωπέω|n5044
ἀμβλυωπής|n5045
ἀμβλυωπία|n5046
ἀμβλυωπισμός|n5047
ἀμβλυωπός|n5048
ἀμβλυωσμός|n5049
ἀμβλυόεις|n5034
ἀμβλυόχρους|n5035
ἀμβλυώσσω|n5050
ἀμβλωθρίδιον|n5051
ἀμβλωπής|n5054
ἀμβλωπός|n5055
ἀμβλωσμός|n5059
ἀμβλωτήριον|n5061
ἀμβλωτικός|n5062
ἀμβλύνω|n5033
ἀμβλύς|n5036
ἀμβλύσκω|n5037
ἀμβλύτης|n5040
ἀμβλώσιμος|n5056
ἀμβλώσκω|n5058
ἀμβλώσσω|n5060
ἀμβλώψ|n5063
ἀμβλῶνες|n5053
ἀμβοειδής|n5065
ἀμβολά1|n5066
ἀμβολά|n5066
ἀμβολάδην|n5068
ἀμβολάς|n5070
ἀμβολίη|n5072
ἀμβολαδίς|n5069
ἀμβολιεργός|n5071
ἀμβολογήρα|n5074
ἀμβούλιος|n5075
ἀμβρίζειν|n5077
ἀμβρακίδες|n5076
ἀμβροσία|n5078
ἀμβροσίοδμος|n5079
ἀμβροσιώδης|n5081
ἀμβροτόπωλος|n5083
ἀμβρόσιος|n5080
ἀμβρότιγνον|n5082
ἀμβόαμα|n5064
ἀμβόλιμος|n5073
ἀμβώσας|n5088
ἀμείβοντες|n5102
ἀμείβω1|n5103
ἀμείβω|n5103
ἀμείδητος|n5106
ἀμείλικτος|n5109
ἀμείλιχος|n5110
ἀμείνασις|n5111
ἀμείνων|n5112
ἀμείρω|n5115
ἀμείψιχρον|n5121
ἀμείωτος|n5122
ἀμεγέθης|n5091
ἀμεθίστατος|n5095
ἀμεθεξία|n5094
ἀμεθόδευτος|n5096
ἀμεθύστινος|n5099
ἀμειβώ2|n5104
ἀμειβώ|n5104
ἀμειδής|n5105
ἀμειδίατος|n5107
ἀμειλέοις|n5108
ἀμειξία|n5113
ἀμειπτικός|n5114
ἀμειψικοσμίη|n5117
ἀμειψιρρυσμέω|n5118
ἀμειψιρρυσμία|n5119
ἀμελέτητος|n5130
ἀμελέω|n5131
ἀμελής1|@
ἀμελής2|@
ἀμελής|@
ἀμελία|n5138
ἀμελίου|n5139
ἀμελειστί|n5128
ἀμελετησία|n5129
ἀμελητέον|n5134
ἀμελητής|n5135
ἀμελητικός|n5136
ἀμελκτέον|n5140
ἀμελκτήρ|n5141
ἀμελκτός|n5142
ἀμελῴδητος|n5145
ἀμεμφής|n5147
ἀμεμφία|n5148
ἀμεμψίμοιρος|n5150
ἀμεμψιμοίρητος|n5149
ἀμενής|n5154
ἀμενηνός|n5152
ἀμενηνόω|n5153
ἀμενητά|n5155
ἀμενθήριστος|n5157
ἀμερής|n5162
ἀμεργόν|n5158
ἀμεριαῖος|n5163
ἀμεριμνέω|n5164
ἀμεριμνία|n5165
ἀμεριμνικός|n5166
ἀμερμηρεί|n5170
ἀμερνός|n5171
ἀμερσίγαμος|n5173
ἀμερσίνη|n5174
ἀμερσίνοος|n5175
ἀμερφές|n5176
ἀμεσολάβητος|n5177
ἀμετάβατος|n5179
ἀμετάβλητος|n5181
ἀμετάβολος|n5182
ἀμετάδοτος|n5185
ἀμετάθετος|n5186
ἀμετάκλαστος|n5188
ἀμετάκλητος|n5189
ἀμετάκλιτος|n5190
ἀμετάληπτος|n5191
ἀμετάλλακτος|n5192
ἀμετάπειστος|n5196
ἀμετάπλαστος|n5197
ἀμετάπταιστος|n5199
ἀμετάπτωτος|n5201
ἀμετάστατος|n5202
ἀμετάστρεπτος|n5203
ἀμετάστροφος|n5204
ἀμετάτρεπτος|n5205
ἀμετάτροπος|n5208
ἀμετάφραστος|n5210
ἀμετέναι|n5212
ἀμεταβλησία|n5180
ἀμεταδοσία|n5184
ἀμεταδόξαστος|n5183
ἀμετακίνητος|n5187
ἀμεταμέλητος|n5193
ἀμεταμίσθωτος|n5194
ἀμετανόητος|n5195
ἀμεταποίητος|n5198
ἀμεταπτωσία|n5200
ἀμετατρεψία|n5206
ἀμετατροπία|n5207
ἀμεταφόρητος|n5209
ἀμεταχείριστος|n5211
ἀμετουσίαστον|n5214
ἀμετρία|n5217
ἀμετρητος|n5216
ἀμετροβαθής|n5219
ἀμετροεπής|n5222
ἀμετροεπία|n5223
ἀμετροπαθής|n5225
ἀμετροπότης|n5226
ἀμετρόβιος|n5220
ἀμετρόδικος|n5221
ἀμετρόκακος|n5224
ἀμευσίπορος|n5231
ἀμευσιεπής|n5229
ἀμεύομαι|n5228
ἀμεύσιμος|n5230
ἀμεῖς|n5116
ἀμητήρ|n5244
ἀμητήριον|n5245
ἀμητής|n5246
ἀμητίσκος|n5248
ἀμητικός|n5247
ἀμητύς|n5249
ἀμηχάνητος|n5253
ἀμηχανάω|n5251
ἀμηχανής|n5252
ἀμηχανία|n5254
ἀμηχανοεργός|n5255
ἀμηχανοποιέομαι|n5256
ἀμιέρα|n5267
ἀμιγής|n5264
ἀμιδάναι|n5265
ἀμιθρέω|n5270
ἀμικτίσας|n5271
ἀμικτομίαινον|n5272
ἀμιμητόβιοι|n5285
ἀμιναῖος|n5287
ἀμιξία|n5289
ἀμισής|n5296
ἀμισγής|n5295
ἀμισθί|n5297
ἀμισθία|n5298
ἀμιστύλλευτος|n5301
ἀμιτροχίτωνες|n5306
ἀμιχθαλόεις|n5308
ἀμμ|n5309
ἀμμά|n5311
ἀμμία|n5320
ἀμμαλλῆς|n5312
ἀμμεδαπάν|n5316
ἀμμεμίξεται|n5317
ἀμμιάξαι|n5321
ἀμμιρός|n5323
ἀμμοβάτης|n5324
ἀμμοδύτης|n5327
ἀμμοδύτωρ|n5328
ἀμμοκονία|n5329
ἀμμοκοπρηγὸν|n5330
ἀμμοπλυσία|n5332
ἀμμορία1|@
ἀμμορία2|@
ἀμμορία|@
ἀμμοσκοπία|n5339
ἀμμοφανής|n5342
ἀμμοχωσία|n5344
ἀμμούς|n5341
ἀμμωδέω|n5346
ἀμμωχεῖν|n5349
ἀμμόγειος|n5325
ἀμμόδρομος|n5326
ἀμμόνιτρον|n5331
ἀμμόπλυτα|n5333
ἀμμότροφος|n5340
ἀμμόχρυσος|n5343
ἀμμόχωστος|n5345
ἀμμώδης|n5347
ἀμνάς|n5351
ἀμνάσει|n5352
ἀμνή|n5356
ἀμνήμων|n5360
ἀμνήστευτος|n5366
ἀμνίον|n5371
ἀμνίς|n5372
ἀμναστέω|n5353
ἀμνεύς|n5355
ἀμνεῖος|n5354
ἀμνημονέω|n5358
ἀμνημοῦντες|n5359
ἀμνημόνευτος|n5357
ἀμνησία|n5361
ἀμνησίκακος|n5365
ἀμνησικάκητος|n5363
ἀμνησικακέω|n5362
ἀμνησικακία|n5364
ἀμνηστέω|n5367
ἀμνηστία|n5368
ἀμνιάς|n5370
ἀμνοκόπος|n5374
ἀμνοκῶν|n5375
ἀμνοφόρος|n5377
ἀμνόα|n5373
ἀμνός|n5376
ἀμοίρημα|n5400
ἀμοίχευτος|n5403
ἀμογητί|n5378
ἀμοιβάδιος|n5384
ἀμοιβάζω|n5386
ἀμοιβάς|n5388
ἀμοιβή|n5390
ἀμοιβήδην|n5391
ἀμοιβαδίς|n5385
ἀμοιβαῖος|n5387
ἀμοιβεύς|n5389
ἀμοιβηδίς|n5392
ἀμοιβηδόν|n5393
ἀμοιβιμαῖος|n5394
ἀμοιβός|n5395
ἀμοιμός|n5396
ἀμοιρέω|n5399
ἀμοιρία|n5401
ἀμολγάδες|n5404
ἀμολγάζει|n5405
ἀμολγή|n5408
ἀμολγαῖος|n5406
ἀμολγεύς|n5407
ἀμολγός|n5410
ἀμονάδιστος|n5414
ἀμορία|n5436
ἀμορίτης|n5437
ἀμορβάς|n5417
ἀμορβίτης|n5420
ἀμορβαῖος|n5416
ἀμορβεύς|n5418
ἀμορβεύω|n5419
ἀμορβός|n5421
ἀμοργίδιον|n5426
ἀμοργίς|n5429
ἀμοργίτας|n5430
ἀμοργίτης|n5434
ἀμοργεύς|n5423
ἀμοργοῦς|n5435
ἀμοργός1|@
ἀμοργός2|@
ἀμοργός|@
ἀμορφία|n5441
ἀμορφόω|n5443
ἀμορφύνω|n5444
ἀμος|n5448
ἀμουργός|n5452
ἀμουσία|n5453
ἀμουσολογία|n5454
ἀμοχθεί|n5458
ἀμούσωτος|n5456
ἀμπ|n5462
ἀμπάξαι|n5470
ἀμπέλειος|n5477
ἀμπέλινος|n5480
ἀμπέλιον|n5481
ἀμπέλιος|n5482
ἀμπέτιξ|n5516
ἀμπέχογκος|n5518
ἀμπέχονον|n5520
ἀμπέχω|n5521
ἀμπήδησε|n5522
ἀμπί|n5523
ἀμπίθυρον|n5524
ἀμπαίνεθαι|n5464
ἀμπαδίην|n5463
ἀμπαιστήρ|n5465
ἀμπαλίνορρος|n5466
ἀμπανάμενος|n5468
ἀμπείρω|n5474
ἀμπεδίον|n5472
ἀμπελάνθη|n5475
ἀμπελίς|n5483
ἀμπελίων|n5486
ἀμπελεία|n5476
ἀμπελεών|n5478
ἀμπελικός|n5479
ἀμπελιτικός|n5484
ἀμπελογενής|n5487
ἀμπελοεργός|n5490
ἀμπελομιξία|n5493
ἀμπελοποιία|n5494
ἀμπελοστατέω|n5497
ἀμπελοτέμνω|n5498
ἀμπελοτρόφος|n5500
ἀμπελοτόμον|n5499
ἀμπελουργέω|n5502
ἀμπελουργία|n5504
ἀμπελουργεῖον|n5501
ἀμπελουργικός|n5505
ἀμπελουργός|n5506
ἀμπελοφάγος|n5507
ἀμπελοφόρος|n5508
ἀμπελοφύλαξ|n5509
ἀμπελοφύτωρ|n5512
ἀμπελούργημα|n5503
ἀμπελόδεσμος|n5488
ἀμπελόεις|n5489
ἀμπελόκαρπον|n5491
ἀμπελόκλημα|n5492
ἀμπελόπρασον|n5495
ἀμπελόφυλλον|n5510
ἀμπελόφυτος|n5511
ἀμπελώδης|n5513
ἀμπελών|n5514
ἀμπελῖτις|n5485
ἀμπερέως|n5515
ἀμπεχές|n5517
ἀμπεχόνη|n5519
ἀμπλάκητος|n5526
ἀμπλάκιον|n5528
ἀμπλακία|n5527
ἀμπλακίσκω|n5529
ἀμπλακεῖν|n5525
ἀμπλακιῶτις|n5530
ἀμπνείω|n5531
ἀμποίχοιτις|n5535
ἀμπρακόν|n5538
ἀμπρευτής|n5539
ἀμπρεύω|n5540
ἀμπρόν|n5541
ἀμπτᾶσα|n5542
ἀμπυκάζω|n5543
ἀμπυκτήρ|n5544
ἀμπυκτήριον|n5545
ἀμπωτίζω|n5549
ἀμπύκωμα|n5546
ἀμπώλημα|n5548
ἀμυγδάλεος|n5554
ἀμυγδάλη|n5555
ἀμυγδάλινος|n5556
ἀμυγδάλιον|n5557
ἀμυγδάλιος|n5558
ἀμυγδαλέα|n5552
ἀμυγδαλέλαιον|n5553
ἀμυγδαλίς|n5559
ἀμυγδαλίτης|n5560
ἀμυγδαλοειδής|n5561
ἀμυγδαλοκατάκτης|n5563
ἀμυγδαλόεις|n5562
ἀμυγδαλώδης|n5566
ἀμυγμός|n5568
ἀμυγνόν|n5569
ἀμυδρήεις|n5571
ἀμυδρός|n5572
ἀμυδρότης|n5573
ἀμυδρόω|n5574
ἀμυησία|n5577
ἀμυκάλαι|n5581
ἀμυκλίς|n5584
ἀμυκτέον|n5585
ἀμυκτικός|n5587
ἀμυλιδωτόν|n5589
ἀμυλᾶτον|n5588
ἀμυνάθω|n5595
ἀμυνίας|n5598
ἀμυνητί|n5597
ἀμυντέον|n5600
ἀμυντήρ|n5601
ἀμυντήριος|n5602
ἀμυντικός|n5604
ἀμυντρόν|n5605
ἀμυροιραῖνος|n5614
ἀμυρτόν|n5617
ἀμυστί|n5624
ἀμυστία|n5625
ἀμυστίζω|n5626
ἀμυστηρίαστος|n5623
ἀμυσχρός|n5629
ἀμυχή|n5630
ἀμυχηδόν|n5631
ἀμυχιαῖος|n5632
ἀμυχμός|n5633
ἀμυχνός|n5634
ἀμυχούσης|n5635
ἀμυχώδης|n5636
ἀμφ|n5638
ἀμφάγαμαι|n5639
ἀμφάγνυμαι|n5644
ἀμφάδην|n5645
ἀμφάδιος|n5646
ἀμφάκανθος|n5653
ἀμφάκης|n5654
ἀμφάνω|n5665
ἀμφέλκω|n5680
ἀμφέπω|n5686
ἀμφέρχομαι|n5691
ἀμφέρω|n5692
ἀμφήκης|n5696
ἀμφήρης|n5700
ἀμφήριστος|n5702
ἀμφί|n5704
ἀμφίαλος|n5707
ἀμφίας|n5710
ἀμφίασις|n5711
ἀμφίασμα|n5712
ἀμφίβαιος|n5716
ἀμφίβιος|n5721
ἀμφίβλημα|n5722
ἀμφίβληστρον|n5727
ἀμφίβλητος|n5728
ἀμφίβολος|n5736
ἀμφίβουλος|n5738
ἀμφίβραχυς|n5740
ἀμφίβροτος|n5741
ἀμφίβροχος|n5742
ἀμφίβωτος|n5744
ἀμφίγειος|n5746
ἀμφίγενυς|n5748
ἀμφίγλωσσος|n5750
ἀμφίγνοια|n5752
ἀμφίγονος|n5754
ἀμφίγυος|n5757
ἀμφίδασυς|n5763
ἀμφίδαφος|n5764
ἀμφίδετος|n5778
ἀμφίδηλος|n5780
ἀμφίδομος|n5790
ἀμφίδοξος|n5793
ἀμφίδορος|n5794
ἀμφίδουλος|n5795
ἀμφίδοχμος|n5796
ἀμφίδρομος|n5799
ἀμφίδρυπτος|n5801
ἀμφίδρυς|n5802
ἀμφίδρυφος|n5805
ἀμφίδυμος|n5806
ἀμφίδυσις|n5807
ἀμφίεκτον|n5811
ἀμφίεργος|n5818
ἀμφίεσις|n5820
ἀμφίεσμα|n5821
ἀμφίετες|n5825
ἀμφίζευκτος|n5833
ἀμφίζωστος|n5835
ἀμφίθετος|n5844
ἀμφίθηκτος|n5847
ἀμφίθλασις|n5848
ἀμφίθλασμα|n5849
ἀμφίθρεπτος|n5853
ἀμφίθυρος|n5856
ἀμφίκαρπος|n5865
ἀμφίκαρτος|n5866
ἀμφίκαυστις|n5867
ἀμφίκειμαι|n5869
ἀμφίκερως|n5873
ἀμφίκεστον|n5874
ἀμφίκλαστος|n5878
ἀμφίκλαυτος|n5879
ἀμφίκλυστος|n5883
ἀμφίκοιλος|n5886
ἀμφίκοιτος|n5887
ἀμφίκολλος|n5888
ἀμφίκομος|n5890
ἀμφίκοπος|n5891
ἀμφίκορος|n5892
ἀμφίκουρος|n5893
ἀμφίκρανος|n5894
ἀμφίκρηνος|n5897
ἀμφίκροτος|n5898
ἀμφίκυρτος|n5913
ἀμφίκυφος|n5905
ἀμφίλαλος|n5915
ἀμφίλεκτος|n5925
ἀμφίλινος|n5926
ἀμφίλογος|n5932
ἀμφίλοξος|n5933
ἀμφίλοφος|n5934
ἀμφίμακρος|n5936
ἀμφίμαλλος|n5937
ἀμφίμαστα|n5941
ἀμφίμηλον|n5950
ἀμφίμιτος|n5955
ἀμφίνοος|n5964
ἀμφίνωτις|n5967
ἀμφίνωτοι|n5968
ἀμφίξοος|n5970
ἀμφίον|n5971
ἀμφίπαλτος|n5975
ἀμφίπαστον|n5978
ἀμφίπεδος|n5982
ἀμφίπλεκτος|n6010
ἀμφίπλευρος|n6012
ἀμφίπλη|n6014
ἀμφίπληκτος|n6015
ἀμφίπλους|n6019
ἀμφίποκος|n6021
ἀμφίπολις|n6027
ἀμφίπολος|n6028
ἀμφίπρυμνος|n6035
ἀμφίπρῳρος|n6036
ἀμφίπτολις|n6038
ἀμφίπυλος|n6041
ἀμφίπυρος|n6042
ἀμφίρροπος|n6048
ἀμφίρυτος|n6050
ἀμφίς|n6052
ἀμφίσβαινα|n6054
ἀμφίσβατος|n6057
ἀμφίσβητος|n6066
ἀμφίσγονοι|n6067
ἀμφίσκιος|n6069
ἀμφίσκω|n6070
ἀμφίσκωμοι|n6071
ἀμφίσπορα|n6074
ἀμφίστερνος|n6078
ἀμφίστημι|n6081
ἀμφίστομος|n6082
ἀμφίστροφος|n6087
ἀμφίσφαιρα|n6088
ἀμφίσφαλσις|n6090
ἀμφίσφυρα|n6091
ἀμφίσωπος|n6092
ἀμφίτερμος|n6101
ἀμφίτομος|n6107
ἀμφίτορνος|n6108
ἀμφίτοροι|n6110
ἀμφίτρητος|n6115
ἀμφίτριψ|n6117
ἀμφίφαλος|n6124
ἀμφίφλασμα|n6127
ἀμφίχαιτος|n6134
ἀμφίχρυσος|n6141
ἀμφίχυτος|n6142
ἀμφίχωλος|n6143
ἀμφαής|n5649
ἀμφαίνω|n5650
ἀμφαίσσομαι|n5651
ἀμφαγαπάζω|n5640
ἀμφαγαπάω|n5641
ἀμφαγείρομαι|n5642
ἀμφαγνοέω|n5643
ἀμφαδόν|n5647
ἀμφαεικῆς|n5648
ἀμφαιωρέω|n5652
ἀμφακλῆς|n5655
ἀμφαλάλημαι|n5657
ἀμφαλαλάζω|n5656
ἀμφαλλάξ|n5658
ἀμφαλλάσσω|n5659
ἀμφανέειν|n5661
ἀμφανδόν|n5660
ἀμφαντός|n5663
ἀμφαντύς|n5664
ἀμφαξονέω|n5666
ἀμφαρής|n5668
ἀμφαρίστερος|n5669
ἀμφαραβέω|n5667
ἀμφασίη|n5671
ἀμφαυγεῖ|n5673
ἀμφαυτέω|n5675
ἀμφαφάω|n5676
ἀμφεικάς|n5677
ἀμφεκτέον|n5678
ἀμφελελίζω|n5679
ἀμφελυτρόω|n5682
ἀμφελόνη|n5681
ἀμφελύτρωσις|n5683
ἀμφεμμένος|n5684
ἀμφενέπω|n5685
ἀμφερέφω|n5688
ἀμφερείδω|n5687
ἀμφερκής|n5689
ἀμφερυθαίνω|n5690
ἀμφεωρία|n5693
ἀμφεώτας|n5694
ἀμφηγερέθομαι|n5695
ἀμφημερινὸς|n5697
ἀμφηρεφής|n5699
ἀμφηρικός|n5701
ἀμφιάζω|n5705
ἀμφιάνακτες|n5708
ἀμφιάραος|n5709
ἀμφιέζω|n5809
ἀμφιέννυμι|n5815
ἀμφιέπω|n5816
ἀμφιέρχομαι|n5819
ἀμφιέτηρος|n5828
ἀμφιήκης|n5836
ἀμφιίζομαι|n5858
ἀμφιίστημι|n5859
ἀμφιαλής|n5706
ἀμφιασμός|n5713
ἀμφιαχυῖα|n5714
ἀμφιβάλλω|n5717
ἀμφιβάσκω|n5720
ἀμφιβαίνω|n5715
ἀμφιβαρής|n5718
ἀμφιβασις|n5719
ἀμφιβληστρευτική|n5723
ἀμφιβληστρεύω|n5724
ἀμφιβληστρικός|n5725
ἀμφιβληστροειδής|n5726
ἀμφιβοάομαι|n5729
ἀμφιβολέω|n5732
ἀμφιβολή|n5733
ἀμφιβολία|n5735
ἀμφιβολδήιον|n5766
ἀμφιβολεύς|n5731
ἀμφιβολητικός|n5734
ἀμφιβράγχια|n5739
ἀμφιβόητος|n5730
ἀμφιβόσκομαι|n5737
ἀμφιβώμιος|n5743
ἀμφιγάνυμαι|n5745
ἀμφιγενής|n5747
